Ano,Jogo,Time1,p1,p2,Time2,Competição,Fase,tr1,tr2,pe1,pe2,Data,Estadio,Pais
3,110,Camarões,2,3,Espanha,Copa,3ª rodada,,,,,,,
3,109,Romênia,2,1,Canadá,Copa,3ª rodada,,,,,,,
3,108,Alemanha,1,2,Equador,Copa,3ª rodada,,,,,,,
3,107,Tunísia,1,0,Kwait,Copa,3ª rodada,,,,,,,
3,106,França,1,1,Panamá,Copa,3ª rodada,,,,,,,
3,105,México,1,2,Eslováquia,Copa,3ª rodada,,,,,,,
3,104,Brasil,1,0,Nigéria,Copa,3ª rodada,,,,,,,
3,103,Geórgia,0,2,Bolívia,Copa,3ª rodada,,,,,,,
3,102,Austrália,2,1,África do Sul,Copa,3ª rodada,,,,,,,
3,101,Ucrânia,3,0,Palestina,Copa,3ª rodada,,,,,,,
3,100,Gales,0,2,Argentina,Copa,3ª rodada,,,,,,,
3,99,Escócia,1,0,Jordânia,Copa,3ª rodada,,,,,,,
3,98,Italia,1,0,Turquia,Copa,3ª rodada,,,,,,,
3,97,Finlândia,2,1,Bélgica,Copa,2ª rodada,,,,,,,
3,96,Dinamarca,1,2,Chile,Copa,2ª rodada,,,,,,,
3,95,Suiça,1,2,Espanha,Copa,2ª rodada,,,,,,,
3,94,Camarões,1,1,Rep Tcheca,Copa,2ª rodada,,,,,,,
3,93,Romênia,1,2,Equador,Copa,2ª rodada,,,,,,,
3,92,Alemanha,3,2,Canadá,Copa,2ª rodada,,,,,,,
3,91,Tunísia,2,1,Panamá,Copa,2ª rodada,,,,,,,
3,90,França,3,0,Kwait,Copa,2ª rodada,,,,,,,
3,89,México,2,2,Nigéria,Copa,2ª rodada,,,,,,,
3,88,Brasil,3,0,Eslováquia,Copa,2ª rodada,,,,,,,
3,87,Geórgia,3,3,África do Sul,Copa,2ª rodada,,,,,,,
3,86,Austrália,2,0,Bolívia,Copa,2ª rodada,,,,,,,
3,85,Ucrânia,3,1,Argentina,Copa,2ª rodada,,,,,,,
3,84,Gales,4,1,Palestina,Copa,2ª rodada,,,,,,,
3,83,Escócia,3,2,Turquia,Copa,2ª rodada,,,,,,,
3,82,Italia,4,0,Jordânia,Copa,2ª rodada,,,,,,,
3,81,Chile,3,1,Bélgica,Copa,1ª rodada,,,,,,,
3,80,Dinamarca,0,3,Finlândia,Copa,1ª rodada,,,,,,,
3,79,Rep Tcheca,2,3,Espanha,Copa,1ª rodada,,,,,,,
3,78,Camarões,1,2,Suiça,Copa,1ª rodada,,,,,,,
3,77,Canadá,2,2,Equador,Copa,1ª rodada,,,,,,,
3,76,Alemanha,4,0,Romênia,Copa,1ª rodada,,,,,,,
3,75,Kwait,3,1,Panamá,Copa,1ª rodada,,,,,,,
3,74,França,0,0,Tunísia,Copa,1ª rodada,,,,,,,
3,73,Eslováquia,3,3,Nigéria,Copa,1ª rodada,,,,,,,
3,72,Brasil,2,0,México,Copa,1ª rodada,,,,,,,
3,71,Bolívia,0,3,África do Sul,Copa,1ª rodada,,,,,,,
3,70,Austrália,2,3,Geórgia,Copa,1ª rodada,,,,,,,
3,69,Palestina,0,2,Argentina,Copa,1ª rodada,,,,,,,
3,68,Gales,2,2,Ucrânia,Copa,1ª rodada,,,,,,,
3,67,Jordânia,2,1,Turquia,Copa,1ª rodada,,,,,,,
3,66,Italia,3,1,Escócia,Copa,1ª rodada,,,,,,,
3,65,Alemanha,3,2,Italia,Confederações,Final,,,,,,,
3,64,Inglaterra,2,3,Brasil,Confederações,D. 3º Lugar,,,,,,,
3,63,Brasil,1,2,Italia,Confederações,Semi-final,1,1,,,,,
3,62,Alemanha,3,0,Inglaterra,Confederações,Semi-final,,,,,,,
3,61,Camarões,2,2,Brasil,Confederações,3ª rodada,,,,,,,
3,60,Inglaterra,3,2,Coréia do Sul,Confederações,3ª rodada,,,,,,,
3,59,Italia,4,0,Jamaica,Confederações,3ª rodada,,,,,,,
3,58,Alemanha,2,2,Austrália,Confederações,3ª rodada,,,,,,,
3,57,Camarões,3,1,Coréia do Sul,Confederações,2ª rodada,,,,,,,
3,56,Inglaterra,1,2,Brasil,Confederações,2ª rodada,,,,,,,
3,55,Italia,3,1,Austrália,Confederações,2ª rodada,,,,,,,
3,54,Alemanha,4,1,Jamaica,Confederações,2ª rodada,,,,,,,
3,53,Brasil,3,0,Coréia do Sul,Confederações,1ª rodada,,,,,,,
3,52,Inglaterra,4,2,Camarões,Confederações,1ª rodada,,,,,,,
3,51,Jamaica,3,3,Austrália,Confederações,1ª rodada,,,,,,,
3,50,Alemanha,1,0,Italia,Confederações,1ª rodada,,,,,,,
3,49,Colômbia,2,4,Bolívia,Eliminatórias,Repescagem,,,,,,,
3,48,Nova Zelândia,1,2,Chile,Eliminatórias,Repescagem,,,,,,,
3,47,Chile,2,0,Bolívia,Eliminatórias,Repescagem,,,,,,,
3,46,Nova Zelândia,0,2,Colômbia,Eliminatórias,Repescagem,,,,,,,
3,45,Canadá,1,0,Guatemala,Eliminatórias,CONCACAF-3r,,,,,,,
3,44,Guatemala,1,2,Panamá,Eliminatórias,CONCACAF-2r,1,1,,,,,
3,43,México,2,0,Canadá,Eliminatórias,CONCACAF-2r,,,,,,,
3,42,El Salvador,0,1,Panamá,Eliminatórias,CONCACAF-1r,0,0,,,,,
3,41,Trinidad e Tobago,1,2,Guatemala,Eliminatórias,CONCACAF-1r,,,,,,,
3,40,Canadá,2,0,Barbados,Eliminatórias,CONCACAF-1r,,,,,,,
3,39,Honduras,0,1,México,Eliminatórias,CONCACAF-1r,,,,,,,
3,38,Maurício,0,2,Tunísia,Eliminatórias,CAF-2r,,,,,,,
3,37,Maurício,0,1,Nigéria,Eliminatórias,CAF-1r,,,,,,,
3,36,Uruguai,1,1,Bolívia,Eliminatórias,CONMEBOL-1r,1,1,4,5,,,
3,35,Chile,1,0,Venezuela,Eliminatórias,CONMEBOL-1r,,,,,,,
3,34,Colômbia,3,2,Peru,Eliminatórias,CONMEBOL-1r,2,2,,,,,
3,33,Jordânia,0,0,Maldivas,Eliminatórias,AFC-4r,0,0,2,1,,,
3,32,Maldivas,1,2,Palestina,Eliminatórias,AFC-3r,,,,,,,
3,31,Jordânia,0,1,Kwait,Eliminatórias,AFC-3r,,,,,,,
3,30,Palestina,2,1,Paquistão,Eliminatórias,AFC-2r,,,,,,,
3,29,Maldivas,0,0,Omã,Eliminatórias,AFC-2r,0,0,4,3,,,
3,28,Kwait,2,0,Macau,Eliminatórias,AFC-2r,,,,,,,
3,27,Sri Lanka,0,2,Jordânia,Eliminatórias,AFC-2r,,,,,,,
3,26,Paquistão,2,1,Arábia Saudita,Eliminatórias,AFC-1r,,,,,,,
3,25,Palestina,1,1,Líbano,Eliminatórias,AFC-1r,1,1,3,1,,,
3,24,Omã,1,0,Laos,Eliminatórias,AFC-1r,,,,,,,
3,23,Maldivas,1,0,Bahrein,Eliminatórias,AFC-1r,,,,,,,
3,22,Macau,2,1,China,Eliminatórias,AFC-1r,,,,,,,
3,21,Kwait,1,1,Brunei,Eliminatórias,AFC-1r,1,1,3,1,,,
3,20,Jordânia,2,1,Iraque,Eliminatórias,AFC-1r,,,,,,,
3,19,Filipinas,1,1,Sri Lanka,Eliminatórias,AFC-1r,1,1,5,6,,,
3,18,Ucrânia,3,2,Noruega,Eliminatórias,UEFA-2r,2,2,,,,,
3,17,Armênia,1,4,Geórgia,Eliminatórias,UEFA-2r,,,,,,,
3,16,Ilhas Faroe,0,2,Rep Tcheca,Eliminatórias,UEFA-2r,,,,,,,
3,15,Bélgica,2,1,Letônia,Eliminatórias,UEFA-2r,,,,,,,
3,14,Finlândia,3,2,Eslovênia,Eliminatórias,UEFA-2r,2,2,,,,,
3,13,Turquia,3,2,Áustria,Eliminatórias,UEFA-2r,,,,,,,
3,12,San Marino,1,3,Noruega,Eliminatórias,UEFA-1r,,,,,,,
3,11,Ucrânia,3,0,Andorra,Eliminatórias,UEFA-1r,,,,,,,
3,10,Geórgia,2,0,Holanda,Eliminatórias,UEFA-1r,,,,,,,
3,9,Moldávia,0,1,Armênia,Eliminatórias,UEFA-1r,,,,,,,
3,8,Bósnia,1,2,Rep Tcheca,Eliminatórias,UEFA-1r,,,,,,,
3,7,Estônia,1,2,Ilhas Faroe,Eliminatórias,UEFA-1r,,,,,,,
3,6,Suécia,1,3,Letônia,Eliminatórias,UEFA-1r,,,,,,,
3,5,Bélgica,2,1,Luxemburgo,Eliminatórias,UEFA-1r,1,1,,,,,
3,4,Eslovênia,2,1,Albania,Eliminatórias,UEFA-1r,,,,,,,
3,3,Finlândia,1,0,Malta,Eliminatórias,UEFA-1r,,,,,,,
3,2,Lituânia,0,2,Áustria,Eliminatórias,UEFA-1r,,,,,,,
3,1,Turquia,4,1,Croácia,Eliminatórias,UEFA-1r,,,,,,,
2,115,Gales,1,2,Italia,Copa,Final,,,,,,,
2,114,Alemanha,4,0,Romênia,Copa,D. 3º Lugar,,,,,,,
2,113,Italia,1,0,Romênia,Copa,Semi-final,,,,,,,
2,112,Gales,3,1,Alemanha,Copa,Semi-final,,,,,,,
2,111,Romênia,2,2,Camarões,Copa,4as-de-final,2,2,5,4,,,
2,110,Eslováquia,0,0,Italia,Copa,4as-de-final,0,0,2,4,,,
2,109,Alemanha,1,1,Austrália,Copa,4as-de-final,1,1,3,1,,,
2,108,Gales,2,1,Dinamarca,Copa,4as-de-final,1,1,,,,,
2,107,Equador,0,2,Camarões,Copa,8vas-de-final,,,,,,,
2,106,Suiça,3,4,Romênia,Copa,8vas-de-final,3,3,,,,,
2,105,Escócia,1,3,Eslováquia,Copa,8vas-de-final,,,,,,,
2,104,França,1,2,Italia,Copa,8vas-de-final,1,1,,,,,
2,103,Alemanha,2,0,Argentina,Copa,8vas-de-final,,,,,,,
2,102,Brasil,0,2,Austrália,Copa,8vas-de-final,,,,,,,
2,101,Espanha,0,2,Dinamarca,Copa,8vas-de-final,,,,,,,
2,100,Gales,2,1,África do Sul,Copa,8vas-de-final,,,,,,,
2,99,Jamaica,1,3,Dinamarca,Copa,3ª rodada,,,,,,,
2,98,Brasil,3,1,Eslováquia,Copa,3ª rodada,,,,,,,
2,97,Austrália,3,1,França,Copa,3ª rodada,,,,,,,
2,96,Irã,0,2,Romênia,Copa,3ª rodada,,,,,,,
2,95,Italia,3,2,África do Sul,Copa,3ª rodada,,,,,,,
2,94,Coréia do Sul,1,1,Suiça,Copa,3ª rodada,,,,,,,
2,93,Marrocos,2,3,Camarões,Copa,3ª rodada,,,,,,,
2,92,Inglaterra,1,2,Escócia,Copa,3ª rodada,,,,,,,
2,91,Polônia,1,2,Espanha,Copa,3ª rodada,,,,,,,
2,90,Alemanha,2,0,Cingapura,Copa,3ª rodada,,,,,,,
2,89,Costa Rica,1,1,Argentina,Copa,3ª rodada,,,,,,,
2,88,Gales,1,1,Equador,Copa,3ª rodada,,,,,,,
2,87,Jamaica,1,0,Eslováquia,Copa,2ª rodada,,,,,,,
2,86,Brasil,1,0,Dinamarca,Copa,2ª rodada,,,,,,,
2,85,Austrália,2,2,Romênia,Copa,2ª rodada,,,,,,,
2,84,Irã,0,1,França,Copa,2ª rodada,,,,,,,
2,83,Italia,0,3,Suiça,Copa,2ª rodada,,,,,,,
2,82,Coréia do Sul,2,3,África do Sul,Copa,2ª rodada,,,,,,,
2,81,Marrocos,1,1,Escócia,Copa,2ª rodada,,,,,,,
2,80,Inglaterra,1,1,Camarões,Copa,2ª rodada,,,,,,,
2,79,Polônia,2,0,Cingapura,Copa,2ª rodada,,,,,,,
2,78,Alemanha,3,1,Espanha,Copa,2ª rodada,,,,,,,
2,77,Costa Rica,0,4,Equador,Copa,2ª rodada,,,,,,,
2,76,Gales,1,0,Argentina,Copa,2ª rodada,,,,,,,
2,75,Dinamarca,2,0,Eslováquia,Copa,1ª rodada,,,,,,,
2,74,Brasil,3,1,Jamaica,Copa,1ª rodada,,,,,,,
2,73,França,2,0,Romênia,Copa,1ª rodada,,,,,,,
2,72,Irã,0,0,Austrália,Copa,1ª rodada,,,,,,,
2,71,África do Sul,1,2,Suiça,Copa,1ª rodada,,,,,,,
2,70,Coréia do Sul,0,1,Italia,Copa,1ª rodada,,,,,,,
2,69,Camarões,1,2,Escócia,Copa,1ª rodada,,,,,,,
2,68,Inglaterra,1,1,Marrocos,Copa,1ª rodada,,,,,,,
2,67,Espanha,2,0,Cingapura,Copa,1ª rodada,,,,,,,
2,66,Alemanha,3,0,Polônia,Copa,1ª rodada,,,,,,,
2,65,Argentina,2,1,Equador,Copa,1ª rodada,,,,,,,
2,64,Gales,4,0,Costa Rica,Copa,1ª rodada,,,,,,,
2,63,França,0,2,Alemanha,Reis,Final,,,,,,,
2,62,Brasil,1,1,Irã,Reis,D. 3º Lugar,1,1,2,3,,,
2,61,Alemanha,2,1,Irã,Reis,Semi-final,,,,,,,
2,60,França,3,1,Brasil,Reis,Semi-final,,,,,,,
2,59,Austrália,0,0,Brasil,Reis,3ª rodada,,,,,,,
2,58,Alemanha,2,1,Coréia do Sul,Reis,3ª rodada,,,,,,,
2,57,Jamaica,0,1,França,Reis,3ª rodada,,,,,,,
2,56,Inglaterra,1,2,Irã,Reis,3ª rodada,,,,,,,
2,55,Austrália,3,2,Coréia do Sul,Reis,2ª rodada,,,,,,,
2,54,Alemanha,1,1,Brasil,Reis,2ª rodada,,,,,,,
2,53,Jamaica,2,1,Irã,Reis,2ª rodada,,,,,,,
2,52,Inglaterra,1,2,França,Reis,2ª rodada,,,,,,,
2,51,Brasil,3,2,Coréia do Sul,Reis,1ª rodada,,,,,,,
2,50,Alemanha,2,1,Austrália,Reis,1ª rodada,,,,,,,
2,49,França,1,1,Irã,Reis,1ª rodada,,,,,,,
2,48,Inglaterra,1,0,Jamaica,Reis,1ª rodada,,,,,,,
2,47,Venezuela,0,2,Argentina,Eliminatórias,CONMEBOL-2r,,,,,,,
2,46,Equador,1,0,Uruguai,Eliminatórias,CONMEBOL-2r,,,,,,,
2,45,Peru,1,2,Argentina,Eliminatórias,CONMEBOL-1r,,,,,,,
2,44,Bolívia,0,1,Venezuela,Eliminatórias,CONMEBOL-1r,,,,,,,
2,43,Uruguai,2,1,Colômbia,Eliminatórias,CONMEBOL-1r,,,,,,,
2,42,Paraguai,0,1,Equador,Eliminatórias,CONMEBOL-1r,,,,,,,
2,41,Nigéria,1,3,Marrocos,Eliminatórias,CAF-4r,,,,,,,
2,40,África do Sul,3,1,Marrocos,Eliminatórias,CAF-3r,,,,,,,
2,39,Nigéria,1,2,Camarões,Eliminatórias,CAF-3r,,,,,,,
2,38,Maurício,0,2,Marrocos,Eliminatórias,CAF-2r,,,,,,,
2,37,Tunísia,0,1,Camarões,Eliminatórias,CAF-2r,,,,,,,
2,36,Maurício,0,2,África do Sul,Eliminatórias,CAF-1r,,,,,,,
2,35,Tunísia,1,4,Nigéria,Eliminatórias,CAF-1r,,,,,,,
2,34,Dinamarca,1,0,San Marino,Eliminatórias,UEFA-2r,,,,,,,
2,33,Suiça,2,1,Estônia,Eliminatórias,UEFA-2r,,,,,,,
2,32,Geórgia,1,2,Eslováquia,Eliminatórias,UEFA-2r,,,,,,,
2,31,Italia,4,1,Bélgica,Eliminatórias,UEFA-2r,,,,,,,
2,30,Gales,2,1,Moldávia,Eliminatórias,UEFA-2r,1,1,,,,,
2,29,Bósnia,1,1,Escócia,Eliminatórias,UEFA-2r,1,1,1,3,,,
2,28,Romênia,1,0,Turquia,Eliminatórias,UEFA-2r,,,,,,,
2,27,Espanha,1,1,Ucrânia,Eliminatórias,UEFA-2r,1,1,4,3,,,
2,26,Polônia,4,1,Finlândia,Eliminatórias,UEFA-2r,,,,,,,
2,25,Macedônia,1,2,San Marino,Eliminatórias,UEFA-1r,,,,,,,
2,24,Dinamarca,2,1,Hungria,Eliminatórias,UEFA-1r,1,1,,,,,
2,23,Bielorússia,0,2,Estônia,Eliminatórias,UEFA-1r,,,,,,,
2,22,Suiça,1,1,Letônia,Eliminatórias,UEFA-1r,1,1,5,4,,,
2,21,Eslováquia,2,2,Albania,Eliminatórias,UEFA-1r,2,2,3,1,,,
2,20,Irlanda,0,1,Geórgia,Eliminatórias,UEFA-1r,,,,,,,
2,19,Bélgica,1,0,Lituânia,Eliminatórias,UEFA-1r,,,,,,,
2,18,Italia,2,1,Malta,Eliminatórias,UEFA-1r,1,1,,,,,
2,17,Eslováquia,0,1,Moldávia,Eliminatórias,UEFA-1r,,,,,,,
2,16,Grécia,1,2,Gales,Eliminatórias,UEFA-1r,1,1,,,,,
2,15,Escócia,2,0,Andorra,Eliminatórias,UEFA-1r,,,,,,,
2,14,Holanda,1,3,Bósnia,Eliminatórias,UEFA-1r,,,,,,,
2,13,Turquia,1,1,Noruega,Eliminatórias,UEFA-1r,1,1,4,2,,,
2,12,Bulgária,1,3,Romênia,Eliminatórias,UEFA-1r,,,,,,,
2,11,Ucrânia,2,0,Chipre,Eliminatórias,UEFA-1r,,,,,,,
2,10,Espanha,1,0,Ilhas Faroe,Eliminatórias,UEFA-1r,,,,,,,
2,9,Israel,1,2,Finlândia,Eliminatórias,UEFA-1r,,,,,,,
2,8,Croácia,0,0,Polônia,Eliminatórias,UEFA-1r,0,0,2,3,,,
2,7,Cingapura,1,0,Cazaquistão,Eliminatórias,AFC-3r,,,,,,,
2,6,Cazaquistão,0,0,Uzbequistão,Eliminatórias,AFC-2r,0,0,4,2,,,
2,5,Cingapura,1,0,Turquemenistão,Eliminatórias,AFC-2r,,,,,,,
2,4,Uzbequistão,0,0,Taiwan,Eliminatórias,AFC-1r,0,0,1,0,,,
2,3,Cazaquistão,1,0,Bahrein,Eliminatórias,AFC-1r,,,,,,,
2,2,Nepal,0,2,Turquemenistão,Eliminatórias,AFC-1r,,,,,,,
2,1,Cingapura,0,0,Brunei,Eliminatórias,AFC-1r,0,0,4,3,,,
1,104,Inglaterra,1,0,Alemanha,Copa,Final,,,,,,,
1,103,Coréia do Sul,2,1,Irã,Copa,D. 3º Lugar,1,1,,,,,
1,102,Alemanha,1,0,Irã,Copa,Semi-final,,,,,,,
1,101,Coréia do Sul,0,2,Inglaterra,Copa,Semi-final,,,,,,,
1,100,Brasil,0,2,Irã,Copa,4as-de-final,,,,,,,
1,99,Alemanha,4,1,Jamaica,Copa,4as-de-final,,,,,,,
1,98,Inglaterra,1,0,Austrália,Copa,4as-de-final,,,,,,,
1,97,França,1,2,Coréia do Sul,Copa,4as-de-final,1,1,,,,,
1,96,Coréia do Sul,3,1,Rússia,Copa,3ª rodada,,,,,,,
1,95,Inglaterra,2,1,Marrocos,Copa,3ª rodada,,,,,,,
1,94,Jamaica,1,1,Áustria,Copa,3ª rodada,,,,,,,
1,93,Brasil,1,0,Rep Tcheca,Copa,3ª rodada,,,,,,,
1,92,Irã,1,1,Camarões,Copa,3ª rodada,,,,,,,
1,91,Alemanha,1,2,Suécia,Copa,3ª rodada,,,,,,,
1,90,Austrália,4,1,Portugal,Copa,3ª rodada,,,,,,,
1,89,Chile,0,1,França,Copa,3ª rodada,,,,,,,
1,88,Coréia do Sul,2,1,Marrocos,Copa,2ª rodada,,,,,,,
1,87,Inglaterra,1,0,Rússia,Copa,2ª rodada,,,,,,,
1,86,Jamaica,2,0,Rep Tcheca,Copa,2ª rodada,,,,,,,
1,85,Brasil,1,0,Áustria,Copa,2ª rodada,,,,,,,
1,84,Irã,2,1,Suécia,Copa,2ª rodada,,,,,,,
1,83,Alemanha,4,1,Camarões,Copa,2ª rodada,,,,,,,
1,82,Austrália,1,1,França,Copa,2ª rodada,,,,,,,
1,81,Chile,3,0,Portugal,Copa,2ª rodada,,,,,,,
1,80,Rússia,2,1,Marrocos,Copa,1ª rodada,,,,,,,
1,79,Inglaterra,1,0,Coréia do Sul,Copa,1ª rodada,,,,,,,
1,78,Áustria,1,1,Rep Tcheca,Copa,1ª rodada,,,,,,,
1,77,Brasil,3,0,Jamaica,Copa,1ª rodada,,,,,,,
1,76,Camarões,2,0,Suécia,Copa,1ª rodada,,,,,,,
1,75,Alemanha,2,1,Irã,Copa,1ª rodada,,,,,,,
1,74,Portugal,1,2,França,Copa,1ª rodada,,,,,,,
1,73,Chile,1,1,Austrália,Copa,1ª rodada,,,,,,,
1,72,Estados Unidos,0,1,Colômbia,Eliminatórias,Repescagem,,,,,,,
1,71,Austrália,2,1,Colômbia,Eliminatórias,Repescagem,,,,,,,
1,70,Austrália,0,0,Estados Unidos,Eliminatórias,Repescagem,,,,,,,
1,69,Austrália,1,0,Nova Zelândia,Eliminatórias,OFC-1r,0,0,,,,,
1,68,Marrocos,1,0,Nigéria,Eliminatórias,CAF-3r,,,,,,,
1,67,Camarões,1,1,Tunísia,Eliminatórias,CAF-3r,,,,,,,
1,66,Marrocos,2,2,Tunísia,Eliminatórias,CAF-2r,,,,,,,
1,65,Camarões,2,1,Nigéria,Eliminatórias,CAF-2r,,,,,,,
1,64,Nigéria,3,3,Tunísia,Eliminatórias,CAF-1r,,,,,,,
1,63,Camarões,1,4,Marrocos,Eliminatórias,CAF-1r,,,,,,,
1,62,Estados Unidos,1,1,Jamaica,Eliminatórias,CONCACAF-4r,1,1,3,5,,,
1,61,St Vicente,0,1,Jamaica,Eliminatórias,CONCACAF-3r,,,,,,,
1,60,México,2,2,Jamaica,Eliminatórias,CONCACAF-2r,,,,,,,
1,59,Estados Unidos,1,0,Barbados,Eliminatórias,CONCACAF-2r,,,,,,,
1,58,México,2,2,St Vicente,Eliminatórias,CONCACAF-1r,,,,,,,
1,57,Estados Unidos,4,0,Panamá,Eliminatórias,CONCACAF-1r,,,,,,,
1,56,Colômbia,3,0,Venezuela,Eliminatórias,CONMEBOL-3r,,,,,,,
1,55,Brasil,1,1,Bolívia,Eliminatórias,CONMEBOL-3r,,,,,,,
1,54,Paraguai,0,1,Equador,Eliminatórias,CONMEBOL-3r,,,,,,,
1,53,Argentina,2,4,Chile,Eliminatórias,CONMEBOL-3r,,,,,,,
1,52,Colômbia,1,1,Bolívia,Eliminatórias,CONMEBOL-2r,,,,,,,
1,51,Brasil,0,0,Venezuela,Eliminatórias,CONMEBOL-2r,,,,,,,
1,50,Paraguai,0,1,Chile,Eliminatórias,CONMEBOL-2r,,,,,,,
1,49,Argentina,2,1,Equador,Eliminatórias,CONMEBOL-2r,,,,,,,
1,48,Venezuela,1,1,Bolívia,Eliminatórias,CONMEBOL-1r,,,,,,,
1,47,Brasil,3,2,Colômbia,Eliminatórias,CONMEBOL-1r,,,,,,,
1,46,Equador,2,2,Chile,Eliminatórias,CONMEBOL-1r,,,,,,,
1,45,Argentina,0,1,Paraguai,Eliminatórias,CONMEBOL-1r,,,,,,,
1,44,Tailândia,0,4,Coréia do Sul,Eliminatórias,AFC-3r,,,,,,,
1,43,Tailândia,0,2,Irã,Eliminatórias,AFC-3r,,,,,,,
1,42,Coréia do Sul,3,1,Malásia,Eliminatórias,AFC-2r,,,,,,,
1,41,Qatar,2,1,Iraque,Eliminatórias,AFC-2r,1,1,,,,,
1,40,Japão,2,0,Indonésia,Eliminatórias,AFC-2r,,,,,,,
1,39,Índia,0,3,Irã,Eliminatórias,AFC-2r,,,,,,,
1,38,Camboja,0,2,Tailândia,Eliminatórias,AFC-2r,,,,,,,
1,37,Arábia Saudita,0,1,Líbano,Eliminatórias,AFC-2r,,,,,,,
1,36,Malásia,2,0,Vietnã,Eliminatórias,AFC-1r,,,,,,,
1,35,Coréia do Sul,3,1,Guam,Eliminatórias,AFC-1r,,,,,,,
1,34,China,0,2,Iraque,Eliminatórias,AFC-1r,,,,,,,
1,33,Qatar,2,0,Quirguistão,Eliminatórias,AFC-1r,,,,,,,
1,32,Mongólia,0,1,Indonésia,Eliminatórias,AFC-1r,,,,,,,
1,31,Japão,3,2,Paquistão,Eliminatórias,AFC-1r,,,,,,,
1,30,Irã,2,1,Iêmen,Eliminatórias,AFC-1r,1,1,,,,,
1,29,Índia,1,1,Tajikistão,Eliminatórias,AFC-1r,1,1,1,0,,,
1,28,Hong Kong,1,2,Tailândia,Eliminatórias,AFC-1r,1,1,,,,,
1,27,Emirados Árabes,0,1,Camboja,Eliminatórias,AFC-1r,,,,,,,
1,26,Bangladesh,0,2,Líbano,Eliminatórias,AFC-1r,,,,,,,
1,25,Arábia Saudita,2,1,Laos,Eliminatórias,AFC-1r,,,,,,,
1,24,Suécia,2,0,Suiça,Eliminatórias,UEFA-2r,,,,,,,
1,23,Portugal,4,0,Irlanda,Eliminatórias,UEFA-2r,,,,,,,
1,22,Italia,1,2,Rep Tcheca,Eliminatórias,UEFA-2r,,,,,,,
1,21,Inglaterra,2,0,Grécia,Eliminatórias,UEFA-2r,,,,,,,
1,20,Holanda,1,1,Rússia,Eliminatórias,UEFA-2r,1,1,3,4,,,
1,19,França,3,2,Bulgária,Eliminatórias,UEFA-2r,2,2,,,,,
1,18,Espanha,1,2,Áustria,Eliminatórias,UEFA-2r,,,,,,,
1,17,Alemanha,2,1,Croácia,Eliminatórias,UEFA-2r,,,,,,,
1,16,Suiça,1,0,Armênia,Eliminatórias,UEFA-1r,,,,,,,
1,15,Suécia,2,1,Sérvia,Eliminatórias,UEFA-1r,1,1,,,,,
1,14,Irlanda,2,0,Noruega,Eliminatórias,UEFA-1r,,,,,,,
1,13,Portugal,2,0,Liechenstein,Eliminatórias,UEFA-1r,,,,,,,
1,12,Rep Tcheca,3,1,Hungria,Eliminatórias,UEFA-1r,,,,,,,
1,11,Italia,2,1,Gales,Eliminatórias,UEFA-1r,1,1,,,,,
1,10,Islândia,2,4,Grécia,Eliminatórias,UEFA-1r,,,,,,,
1,9,Inglaterra,3,2,Irlanda do Norte,Eliminatórias,UEFA-1r,,,,,,,
1,8,Azerbaijão,0,6,Rússia,Eliminatórias,UEFA-1r,,,,,,,
1,7,Holanda,2,1,Dinamarca,Eliminatórias,UEFA-1r,,,,,,,
1,6,Bulgária,4,3,Estônia,Eliminatórias,UEFA-1r,,,,,,,
1,5,França,4,3,Eslováquia,Eliminatórias,UEFA-1r,3,3,,,,,
1,4,Áustria,4,1,Luxemburgo,Eliminatórias,UEFA-1r,,,,,,,
1,3,Espanha,2,1,Bélgica,Eliminatórias,UEFA-1r,,,,,,,
1,2,Croácia,3,2,Romênia,Eliminatórias,UEFA-1r,,,,,,,
1,1,Alemanha,2,1,Escócia,Eliminatórias,UEFA-1r,,,,,,,
